8	6.04307e-05
12	7.27814e-05
16	8.28323e-05
20	9.1395e-05
24	9.88158e-05
28	0.000105422
32	0.00011136
36	0.00011684
40	0.000121824
44	0.000126432
48	0.000130628
52	0.0001346
56	0.000138235
60	0.000141875
64	0.000144976
68	0.000147968
72	0.000150928
76	0.00015354
80	0.000156376
84	0.00015878
88	0.000161175
92	0.000163814
96	0.000165894
100	0.000167569
104	0.000169531
108	0.000171905
112	0.000173352
116	0.000175405
120	0.000177054
124	0.00017855
128	0.000180216
132	0.000181919
136	0.000182957
140	0.000185051
144	0.000185401
148	0.000187601
152	0.000188619
156	0.000189552
160	0.000191597
164	0.000192347
168	0.000193189
172	0.000194323
176	0.000195401
180	0.000196469
184	0.000197631
188	0.000198369
192	0.000199019
196	0.000200355
200	0.000200672
204	0.000201921
208	0.000202661
212	0.000204039
216	0.000204422
220	0.000205654
224	0.000206455
228	0.00020705
232	0.000207167
236	0.000207742
240	0.000208808
244	0.000209553
248	0.000211166
252	0.0002103
256	0.000211698
260	0.000212031
264	0.000212482
268	0.00021312
272	0.000214539
276	0.000215568
280	0.000215427
284	0.000215624
288	0.000216116
292	0.000217394
296	0.000216595
300	0.000217917
304	0.000219316
308	0.000217999
312	0.000219301
316	0.000219597
320	0.000219697
324	0.00022004
328	0.000221572
332	0.000220889
336	0.000221269
340	0.000221967
344	0.000222976
348	0.000223313
352	0.000222797
356	0.000223388
360	0.000224089
364	0.000224366
368	0.000225934
372	0.000225073
376	0.000224028
380	0.00022647
384	0.000226442
388	0.000226364
392	0.000227568
396	0.000227221
400	0.000227029
404	0.000228456
408	0.00022768
412	0.000229856
416	0.000227956
420	0.00022997
424	0.00022969
428	0.000228683
432	0.000230316
436	0.00023015
440	0.00023099
444	0.000231592
448	0.00023122
452	0.000231705
456	0.000231616
460	0.000232817
464	0.000231675
468	0.000231477
472	0.000231741
476	0.000233565
480	0.000234381
484	0.000235479
488	0.000232831
492	0.000233723
496	0.000232972
500	0.000233344
504	0.000234816
508	0.00023522
512	0.000234958
516	0.00023529
520	0.000235677
524	0.000236356
528	0.00023463
532	0.000236149
536	0.000235634
540	0.000236217
544	0.000237145
548	0.000236531
552	0.000238599
556	0.000236014
560	0.000238373
564	0.00023635
568	0.000238217
572	0.000237685
576	0.000237981
580	0.000238014
584	0.000239486
588	0.000237179
592	0.000238136
596	0.000238857
600	0.000238034
604	0.000240708
608	0.000240366
612	0.000240297
616	0.000236991
620	0.000240112
