3.59651	3.59651	0.0025136	0.513821	-3.31706	0.502514	-0.603263
3.58683	3.59167	0.00157502	0.524925	-2.98543	0.504089	-0.489847
3.55292	3.57875	0.00209834	0.536266	-2.88999	0.506187	-0.493033
3.51705	3.56333	0.00268856	0.547268	-2.81939	0.508876	-0.529072
3.53809	3.55828	0.00277233	0.559663	-2.84054	0.511648	-0.554112
3.39597	3.53123	0.00143539	0.568436	-2.71073	0.513083	-0.517979
3.41194	3.51419	0.0018023	0.580468	-2.7257	0.514886	-0.504231
3.37145	3.49634	0.00123763	0.589378	-2.6445	0.516123	-0.477249
3.38234	3.48368	0.00120735	0.596779	-2.54145	0.517331	-0.455346
3.29247	3.46456	0.00190741	0.607058	-2.5248	0.519238	-0.453878
3.27144	3.447	0.00157165	0.615411	-2.46994	0.52081	-0.445482
3.31704	3.43617	0.00196265	0.624187	-2.43161	0.522772	-0.445819
3.32118	3.42733	0.00156852	0.633572	-2.40921	0.524341	-0.43904
3.13983	3.40679	0.00147673	0.639918	-2.34004	0.525817	-0.431632
3.22798	3.39487	0.00145639	0.647987	-2.30567	0.527274	-0.424811
3.24748	3.38566	0.00149878	0.655399	-2.26587	0.528773	-0.419351
3.1478	3.37166	0.0014399	0.661197	-2.20907	0.530213	-0.413676
3.19423	3.36181	0.00124131	0.667253	-2.16149	0.531454	-0.406099
3.04317	3.34504	0.000531912	0.671306	-2.09522	0.531986	-0.390958
3.1071	3.33314	0.000928969	0.677404	-2.05813	0.532915	-0.381719
3.13667	3.32378	0.00142953	0.684964	-2.0397	0.534344	-0.378588
3.20471	3.31837	0.00117944	0.693306	-2.03042	0.535524	-0.373177
3.0904	3.30846	0.00114292	0.699059	-1.99695	0.536667	-0.367841
3.10935	3.30016	0.000604127	0.702692	-1.94683	0.537271	-0.358014
3.18105	3.2954	0.000601655	0.706905	-1.90568	0.537872	-0.348939
3.14875	3.28976	0.000676611	0.710811	-1.86505	0.538549	-0.341177
3.14867	3.28453	0.000847091	0.716066	-1.83818	0.539396	-0.335344
3.13378	3.27915	0.00117179	0.721625	-1.81543	0.540568	-0.33241
3.0917	3.27269	0.000749017	0.725441	-1.78118	0.541317	-0.326511
3.15562	3.26878	0.000434733	0.730092	-1.75511	0.541752	-0.318741
3.07814	3.26263	0.000295441	0.733737	-1.7237	0.542047	-0.310502
3.03554	3.25554	0.000916955	0.737422	-1.69447	0.542964	-0.306929
2.9549	3.24643	0.000577095	0.739577	-1.65707	0.543541	-0.301363
2.96984	3.23829	0.000451078	0.741622	-1.62117	0.543992	-0.295331
3.10448	3.23447	0.000583499	0.745041	-1.59568	0.544576	-0.290448
3.14197	3.2319	0.000702923	0.748869	-1.57398	0.545279	-0.286534
3.11149	3.22865	0.000688865	0.753063	-1.5555	0.545967	-0.282741
2.99609	3.22253	0.000339642	0.755435	-1.52779	0.546307	-0.277195
3.02669	3.2175	0.000633999	0.759278	-1.50947	0.546941	-0.273527
